genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_w_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Lutra,lutra,mammals,Lutra_lutra,Mammals,Mammals,GCF_902655055.1,GCA_902653095.1,NT,no,no,LutLut,Freshwater,673663,1,0.027721816,103060,1,0.010549581,673663,0,0.027721816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0.408,976910803,0.40200726,18,4.30E-05,0,0,0,0,2430082487,AL; AD; CH; MD; ES; TM; MY; NL; PL; KH; GI; LA; IR; AM; UA; UZ; JP; RS; RU; BD; IN; BY; GE; IQ; MN; SE; LU; AT; BE; ME; TW; GB; PS; MK; TN; HK; MA; BT; BA; BG; HR; DZ; CZ; NO; TR; NP; SY; RO; IE; IT; VN; LI; KP; LK; PK; SM; DK; LV; TH; GR; ID; AF; PT; HU; DE; EE; MM; KR; CN; JO; FR; FI; KG; SI; AZ; KZ; LT; TJ; IL; LB; SK,15_8; 15_7; 5_1; 5_8; 15_9; 5_13; 12_5; 5_17; 1_5; 3_6; 5_3; 1_8; 4_6; 5_2; 5_4; 15_1; 15_3; 15_2; 13_4; 5_9; 1_7; 13_5; 5_10; 5_11; 1_6; 5_6; 5_7; 5_5; 5_16; 5_14; 5_15; 9_10,A2c,Lutra nippon;Viverra lutra,840,15000,,1,0,1,0,0,1,0,0,0,1,0,0,0.754442206,
Lycaon,pictus,mammals,Lycaon_pictus,Mammals,Mammals,GCA_040955705.1,,EN,likely,,LycPic,Terrestrial,162949479,431,6.879478397,162840873,431,7.360661506,90296572,48,3.812183507,90204038,48,4.077363244,71100240,20,3.001743658,71099810,20,3.213822334,0,0,0,0,0,0,83313900,38,3.517385749,83874404,39,3.791253912,30408180,4,1.283786967,30408080,4,1.374492655,0,0,0,0,0,0,0,0,0,0,0,0,0.573,0.561,2212313022,0.934004805,38,0.04217659,0.018415202,0,0.021723885,0.007875843,2368631306,AO; DZ; RW; ET; KE; TG; NA; GN; EG; CI; GW; MZ; MR; ZW; TZ; GH; BJ; BW; SN; SD; BF; ML; SZ; BI; CM; MW; GM; NE; SS; CF; TD; UG; ER; NG; SL; ZA; CD; ZM; GA,1_9; 8_1; 1_7; 2_1; 2_2; 3_5; 4_5; 1_5; 3_6,C2b,Hyaena picta,1410,27000,,0,0,1,0,0,0.5633786,0.4366214,0,0.515069727,0.484930273,0.186734936,0.994038305,27.63050499,
Lycodopsis,pacificus,fishes,Lycodopsis_pacificus,Fishes,Ray-finned fishes,GCA_028022725.1,,DD/NE,no,,LycPac,,2236797,17,0.351489155,2230596,17,0.436156803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412202,2,0.080599403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.401,2.4,511420660,0.803643852,24,0.010472125,0,0,0.001935192,0,636377244,,,,,,,,,,,,,1,0,0,0.184794557,0.815205443,0,0,2.100196378,
Lynx,canadensis,mammals,Lynx_canadensis,Mammals,Mammals,GCF_007474595.2,GCA_007474575.2,LC,no likely,no likely,LynCan,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,0.378,1220495590,0.507145347,18,0,0,0,0,0,2406599208,CA; US,1_1; 1_4; 3_3; 1_2,,Felis lynx,910,10100,,0,0,1,0,0,,,,,,,0,0,
Macaca,fascicularis,mammals,Macaca_fascicularis,Mammals,Mammals,GCF_037993035.1,,EN,yes,,MacFas,,382631,3,0.012574491,378672,3,0.015558805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.856,3.856,2433811596,0.799829143,20,0.000599948,0,0,0,0,3042914375,TH; SG; KH; PH; VN; NCB-OO; LA; ID; BN; MM; TL; BD; PG; MU; MY; PW; IN,4_6; 14_3; 4_5; 14_1; 1_6; 14_6; 3_5; 2_1; 12_7; 3_7; 1_8; 12_2; 5_1; 5_4; 12_4; 14_4; 14_2; 14_5; 5_3; 5_2; 12_3; 1_7; 2_2; 3_6; 7_1; 16; 5_9; 12_1; 1_5; 4_7; 1_9,A2cd+3cd+4cd,Simia cynomolgus;Simia aygula;Macacus carbonaria;Macaca irus;Semnpithecus kra;Simia fascicularis,550,6500,,0,0,0,1,0,1,0,0,0,1,0,0,0.326923676,
Macaca,nemestrina,mammals,Macaca_nemestrina,Mammals,Mammals,GCF_043159975.1,,EN,likely,,MacNem,Terrestrial,143694070,62,4.69489263,142336850,62,5.505784828,137400938,28,4.489278167,136053818,28,5.262748522,134622759,24,4.398507183,133275639,24,5.155284743,55120572,3,1.80094535,53990386,3,2.088422275,130589406,21,4.266726106,131026060,22,5.068267938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316,3.308,2585223623,0.844665847,20,0.182571825,0.170949242,0.069252083,0.168063765,0,3060646565,BN; ID; BOR-KA; SUM-OO; MY; MLY-PM; BOR-SB; BOR-SR; TH,14_1; 14_3; 14_4; 14_5; 14_6; 3_6; 1_9; 1_6; 1_7; 1_8,A2cde+3cde,Macaca platypygos;Macaca libidinosus;Macaca fusca;Macaca longicruris;Macaca maimon;Macaca nucifera;Macaca broca;Macaca carpolegus;Macaca brachyurus,585,9000,,0,0,0,1,0,0.063660331,0.936339669,0.379314183,0.920535055,0.079464945,0,0,30.51239899,
Macrochelys,suwanniensis,reptiles,Macrochelys_suwanniensis,Reptiles,Turtles,GCA_033349115.1,,VU,no,,MacSuw,,1647993559,1715,86.71920454,1638589942,1712,88.03712257,1447081562,934,76.14699783,1438369893,933,77.27982659,1161667549,538,61.12820359,1152261787,536,61.90799148,59007802,5,3.1050544,47759754,4,2.566005813,924349892,471,48.64029165,924835537,477,49.68897797,42203417,11,2.220789475,55223044,14,2.966988731,20763359,4,1.092590421,17893490,3,0.961370098,0,0,0,2880252,1,0.154748355,0.004504778,0.004,1861248862,0.979409294,26,0.003965877,0.002788818,0.000115593,0.002238378,0.000133656,1900379008,FLA-OO; GEO-OO; US,5_1; 15_1; 5_9; 15_2; 15_9; 9_10; 5_2; 5_3; 5_4; 5_5; 5_6; 5_7; 5_8,C1,,623,54400,,1,0,0,0,0,0.296796741,0.703203259,0.029146861,0.564409382,0.435590618,0.033701564,0,160.8572986,Yes
Malaclemys,terrapin,reptiles,Malaclemys_terrapin,Reptiles,Turtles,GCF_027887155.1,,VU,no,,MalTer,Freshwater,55465474,263,2.515685242,53360872,263,2.736499982,13399211,7,0.607732972,11674701,6,0.598712463,12325449,5,0.559031554,10600939,4,0.543646839,0,0,0,0,0,0,12589680,6,0.571015983,11177159,6,0.573197069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029416981,1.016,1949967928,0.884425064,25,0.028169995,0.005596393,0,0.005900588,0,2204785920,BM; LOU-OO; DEL-OO; TEX-OO; MSI-OO; GEO-OO; NWY-OO; MAS-OO; FLA-OO; NCA-OO; NWJ-OO; SCA-OO; MRY-OO; ALA-OO; CNT-OO; RHO-OO; VRG-OO; US,9_4; 13_4; 9_5; 9_3; 12_2; 12_4; 9_10; 12_5; 12_7; 13_3,A4acde,Testudo concentrica;Testudo ocellata;Emys pileata;Malaclemmys littoralis;Malaclemys terrapin;Malacoclemmys terrapin;Emys macrocephalus;Malaclemys tuberculifera;Malaclemmys littoralis;Malaclemmys macrospilota;Testudo terrapin;Emys centrata,230,1175,,1,0,1,0,0,0.801334974,0.198665026,0,0.209463575,0.790536425,0,0,19.34763195,
Manis,pentadactyla,mammals,Manis_pentadactyla,Mammals,Mammals,GCF_030020395.1,,CR,yes,,ManPen,,551653910,1018,20.38789462,536991685,1018,23.4609726,402348606,130,14.86990454,389381727,125,17.01194689,364270359,75,13.4626177,352117428,72,15.38388314,169539544,8,6.265802336,168586031,8,7.365462751,340021250,59,12.56642487,334354949,60,14.60784685,168460475,10,6.225922359,165462410,10,7.228992879,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0.612,2288872223,0.845915978,19,0.153434761,0.100610596,0.048170126,0.095535318,0.047277613,2705791452,TW; HK; VN; TH; NP; MM; LA; CN; IN; BT; BD,1_6; 1_5; 1_4; 4_7; 4_5; 3_7; 3_6; 3_5; 3_4; 1_9,A3d+4d,,920,7000,,0,1,0,1,0,0.34427769,0.65572231,0.313945329,0.622644555,0.377355445,0.30812844,5.028342529,81.81752822,
Mantella,aurantiaca,amphibians,Mantella_aurantiaca,Amphibians,Amphibians,GCA_048565345.1,,EN,no,,ManAur,,99532479,179,3.156300794,91928564,179,6.638154832,76308573,62,2.419841362,66931117,55,4.833091027,54692751,31,1.734376308,46799416,27,3.379382381,0,0,0,0,0,0,8854352,5,0.280782701,32658483,23,2.358266651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1705,3.1535,1384851157,0.439153817,13,0.210462699,0.107143318,0,0.074768844,0,3153453536,MG,1_8; 5_4; 1_6; 5_7; 5_8,"B1ab(ii,iii,v)+2ab(ii,iii,v)",,31,1.01,,1,0,1,0,0,0.490915403,0.509084597,0,0.355259362,0.644740638,0,0.148351291,19.42973132,
Marmota,flaviventris,mammals,Marmota_flaviventris,Mammals,Mammals,GCF_047511675.1,,LC,no,,MarFla,Terrestrial,201351276,469,7.745321017,197309177,469,8.586597757,128855769,120,4.956657418,124369840,115,5.412387834,73494382,39,2.827087033,71435840,38,3.108780001,0,0,0,0,0,0,61020260,33,2.347248608,62679389,35,2.727712462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434,2.39,2297873763,0.883916422,20,0.208997789,0.075667705,0,0.066392521,0,2599650493,CAL-OO; UTA-OO; MNT-OO; US; IDA-OO; BRC-OO; CA; ORE-OO; WYO-OO; NEV-OO; ABT-OO; NWM-OO; WAS-OO; COL-OO; SDA-OO,1_1; 6; 1_4; 4_4,,,600,4295,,0,0,1,0,0,0.637949734,0.362050266,0,0.317670926,0.682329074,0,1.655287407,20.36650194,
Martes,martes,mammals,Martes_martes,Mammals,Mammals,GCA_963455335.1,GCA_963455355.1,LC,no,no,MarMar,Terrestrial,489565,4,0.020097938,468532,4,0.021820716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,2147188963,0.881477872,18,0.000174566,0,0,0,0,2435896614,IE; BAL-OO; HR; PL; CZ; RO; AT; UA; TR; RS; BY; MD; BA; LU; IT; FI; AL; GE; IR; DE; SE; RU; NO; BE; GR; SI; FR; CH; HU; MK; ES; LI; LV; BG; NL; ME; SK; EE; PT; GB; DK; LT; SPA-SP; KZ; AM,1_1; 1_4; 3_4; 3_3; 14_3,,Mustela martes,580,1800,,0,0,0,1,0,1,0,0,0,1,0,0,0.192985552,
Mastacembelus,armatus,fishes,Mastacembelus_armatus,Fishes,Ray-finned fishes,GCF_900324485.2,GCA_900700395.1,LC,no,no likely,MasArm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.065,11.065,236609168,0.413054319,24,0,0,0,0,0,572828215,MM; ASS-AS; WHM-UT; KH; PK; CN; IND-WB; BD; VN; EHM-AP; ASS-ME; IN; IND-JK; TH; LK; NP; IND-BI,15_2; 5_1; 5_6; 5_7; 5_2; 5_5,,Macrognathus armatus,900,500,0,1,0,0,0,0,,,,,,,0,0,
Megalops,cyprinoides,fishes,Megalops_cyprinoides,Fishes,Ray-finned fishes,GCF_013368585.1,GCA_013368575.1,DD/NE,no,no,MegCyp,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.753,3.753,786618954,0.828947411,25,0,0,0,0,0,948937102,NSW-NS; AU; SB; SZ; IN; PW; TH; WS; MY; MLY-PM; TW; RE; MZ; MW; JP; SC; TO; MU; NC; TV; KE; DJ; IR; SG; BOR-SR; HK; IL; BOR-SB; KH; IND-WB; SUL-OO; ZA; BH; KW; VN; IND-AP; OM; BD; JO; VIC-OO; SUM-OO; IND-GO; ZW; LK; CK; CHH-OO; FJ; PG; YE; IND-KT; BOR-KA; AS; NWG-IJ; PH; IND-KE; TZ; IND-OR; MP; MM; NR; ER; EG; QLD-CS; NU; WAU-WA; GU; FM; IND-TN; SD; MYA-OO; NTA-OO; PF; KP; ID; VU; SCI-OO; QLD-QU; MAU-OO; MG; PK; AND-AN; WF; CHS-GD; QA; KR; SA; CN; CHS-FJ; SO; AE; NCB-OO,9_10; 10_1; 15_9; 12_7; 13_4; 13_5; 9_8; 5_5; 5_1,,Cyprinodon cundinga;Megalops curtifilis;Clupea cyprinoides;Megalops filamentosus;Megalops indicus;Megalops kundinga;Megalops macrophthalmus;Megalops macropterus;Megalops oligolepis;Megalops setipinnis;Brisbania staigeri;Clupea thrissoides,1500,18000,1,1,0,0,0,0,,,,,,,0,0,
Megaptera,novaeangliae,mammals,Megaptera_novaeangliae,Mammals,Mammals,GCA_041834305.1,,LC,no,,MegNov,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0.567,1087156955,0.438691566,21,0,0,0,0,0,2478180660,MQ; SC; MR; KP; MP; KR; BJ; GT; TC; PN; KE; GU; BM; KM; KN; GQ; PH; GS; SH; PE; PK; GP; CV; WF; CU; LC; GL; PF; CI; RU; GM; CG; PA; MH; NU; GA; IS; VE; VG; GD; PW; NZ; MG; PT; VI; WS; TG; FJ; JP; EC; TF; BS; FK; AI; VU; FO; CA; TL; US; BB; ST; MZ; BR; MY; SV; JM; TO; PM; MX; KI; MU; MV; OM; DJ; AO; MA; FR; PR; DM; GB; AG; NO; AE; VC; NR; IN; UY; AW; TZ; DO; NG; AS; TT; DK; AR; NA; TW; NI; SB; IR; YE; NC; CK; CL; EH; TV; AU; ES; CD; ID; CR; IE; CC; CO; RE; ZA; CM; HN; LK; SO; PG; GH; SN; KY; SX; MF; BL; BQ; CW; MS; AQ; BV; HM; CN; BE; DE; NL; CNY-OO; SE; SJ; BZ; ASK-OO; HAW-HI; CX; NF; FM; TK; GAL-OO; GF; GY; SR; IO; BN; SG; GN; GW; LR; YT; SL; MPE-OO; BH; IQ; QA; KW; SA; JO; IL; EG; UM; AZO-OO; MDR-OO; KAM-OO; KUR-OO; MAG-OO; PRM-OO; SAK-OO; VN,10_1; 9_1,,Balaena novaeangliae,18000,40000000,,1,0,0,0,0,,,,,,,0,0,
Melanostigma,gelatinosum,fishes,Melanostigma_gelatinosum,Fishes,Ray-finned fishes,GCA_949748355.1,GCA_949748265.1,DD/NE,no,no,MelGel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.819,3.819,372203768,0.595835614,24,0,0,0,0,0,624675261,,,,,290,,1,1,0,0,0,0,,,,,,,0,0,
Melanotaenia,boesemani,fishes,Melanotaenia_boesemani,Fishes,Ray-finned fishes,GCF_017639745.1,GCA_017639755.1,EN,likely,likely,MelBoe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0065,2.0065,622852725,0.723621304,24,0,0,0,0,0,860744040,NWG-IJ; ID,5_5; 5_1,"B1ab(iii,v)",,90,,0,1,0,0,0,0,,,,,,,0,0,
Meles,meles,mammals,Meles_meles,Mammals,Mammals,GCF_922984935.1,,LC,no,,MelMel,Terrestrial,929283356,812,35.65866659,918753957,812,39.05748965,820064541,176,31.46769805,810319659,173,34.44779906,779665803,120,29.91750873,769170314,116,32.69848402,480207344,24,18.42662247,478402879,24,20.33756193,768319651,116,29.48213168,761965520,115,32.39219835,389123003,18,14.93151398,408443666,19,17.36349992,146086835,3,5.605676362,146055024,3,6.208999205,45089637,1,1.730189529,45087866,1,1.916746966,0.322,0.287,2352311849,0.902634308,21,0.125765117,0.105289119,0.065486949,0.104302879,0.05591047,2606051894,MK; FI; CH; BE; UA; GR; BG; DK; RU; IE; HU; CZ; ES; AT; FR; EE; LT; IQ; CN; GB; LU; SK; PL; PT; IR; MD; LV; RS; BA; SI; DE; RO; AL; IT; IL; HR; NL; SE; NO; AF; AM; AZ; TM; UZ; GE; JO; KG; LB; SY; TR; SIN-OO; EG; ME,4_5; 1_4; 14_4; 14_2; 1_1; 8_3; 4_4; 3_4; 14_5; 3_3,,Meles canescens;Ursus meles;Meles meles;Meles meles;Meles meles;Meles meles,870,17300,,0,1,1,0,0,0.162811427,0.837188573,0.520708374,0.829346654,0.170653346,0.44456262,9.546592842,83.79422183,Yes
Melopsittacus,undulatus,birds,Melopsittacus_undulatus,Birds,Birds,GCF_012275295.1,,LC,likely,,MelUnd,,60140006,188,5.433745492,59888786,188,8.423465467,28034548,36,2.532966139,27818048,36,3.912658485,9786422,8,0.884218841,8643967,7,1.215789506,0,0,0,0,0,0,24366777,45,2.201577178,26498880,50,3.727115133,0,0,0,432526,1,0.06083556,0,0,0,0,0,0,0,0,0,0,0,0,1.985,1.977,710975622,0.642377818,30,0.16720579,0.024133422,0,0.073983235,0.001207586,1106787318,PR; US; AU,14_1; 1_5; 4_5; 8_1; 14_2; 3_5; 2_1; 14_4,,,180,32,,0,0,1,0,0,0.855666351,0.144333649,0,0.442468144,0.557531856,0.007222153,0,53.57782436,
Melospiza,georgiana,birds,Melospiza_georgiana,Birds,Birds,GCF_028018845.1,GCA_028019105.1,LC,no,no,MelGeo,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.818,7.818,871368165,0.762516464,34,0,0,0,0,0,1142753247,US; PM; TC; CA; MX; BS; BM,5_17; 5_17; 5_5; 5_5; 5_4; 5_4; 5_1; 5_1,,Zonotrichia georgiana georgiana;Zonotrichia georgiana georgiana,140,16.1,,0,0,1,0,0,,,,,,,0,0,
Melospiza,melodia,birds,Melospiza_melodia,Birds,Birds,GCF_035770615.1,GCA_035771015.1,LC,no,no,MelMel,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449,5.449,901907310,0.670247938,31,0,0,0,0,0,1345632353,US; PM; CA; TC; DO; BM; MX; GB; NO; BS,12_5; 12_5; 12_2; 12_2; 5_5; 5_5; 5_1; 14_1; 14_1; 14_4; 14_4; 3_4; 3_4; 3_6; 4_4; 4_4; 4_5; 4_5; 5_1,,Zonotrichia melodia melodia,170,42,,0,0,1,0,0,,,,,,,0,0,
Menidia,menidia,fishes,Menidia_menidia,Fishes,Ray-finned fishes,GCA_048628825.1,,LC,no,,MenMen,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.458,10.458,358216398,0.648622188,24,0,0,0,0,0,552272809,US; CA,12_2; 9_10; 9_4; 9_1; 5_1; 12_5; 9_3; 9_5; 9_6; 9_9; 10_1,,Atherina menidia;Atherina boscii;Atherina notata;Atherina viridescens;Phoxargyrea dayi,150,,1,1,0,0,0,0,,,,,,,0,0,
Mergus,octosetaceus,birds,Mergus_octosetaceus,Birds,Birds,GCA_036873955.1,,CR,no,,MerOct,,246741011,533,20.86241814,246335602,533,23.72367812,168316047,115,14.23143943,168167246,115,16.19557052,129286436,60,10.93141216,129154236,60,12.43837065,0,0,0,0,0,0,121641770,97,10.28504122,124521181,100,11.99217812,35946746,15,3.039365214,35946145,15,3.461841353,3851969,3,0.325691249,3851368,3,0.370911123,3416387,1,0.288861968,3415986,1,0.32898108,0.423,0.388,1038353331,0.877947338,34,0.100351158,0.052614308,0,0.050726913,0.014643589,1182705712,PY; BR; AR,5_1,C2a(i),,560,983,,1,0,0,0,0,0.475698052,0.524301948,0,0.50549405,0.49450595,0.145923467,0,60.76528925,
Merops,nubicus,birds,Merops_nubicus,Birds,Birds,GCA_009819595.1,GCA_009819585.1,LC,yes,yes,MerNub,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,2.93,955513230,0.835520153,34,0,0,0,0,0,1143614821,CM; ER; LR; CF; SD; ML; SN; TZ; BF; GM; NE; GH; TG; SL; NG; UG; SS; MR; GN; KE; GW; BI; CD; TD; BJ; SO; CI; ET,5_8; 5_7; 1_7; 5_6; 3_6; 5_4; 5_6; 5_7; 15_8; 2_1; 15_8; 5_4; 4_5; 5_1; 4_6; 3_6; 4_6; 1_7; 3_5; 5_8; 3_5; 14_2; 14_1; 14_2; 5_5; 14_1; 4_5; 5_5; 2_1; 5_1,,,265,42.4,,0,0,0,0,1,,,,,,,0,0,
Mesoplodon,bidens,mammals,Mesoplodon_bidens,Mammals,Mammals,GCA_964165515.1,,LC,likely,,MesBid,Marine,10358231,45,0.420637233,10049960,45,0.469107678,2916060,4,0.118418233,2339848,3,0.109218411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,1.454,2142356749,0.869989301,20,0.006830208,0,0,0,0,2462509305,GL; GR; DE; FR; PT; US; ES; IT; GI; IS; NL; CA; MA; GB; DK; BE; SE; IE; NO; AZO-OO; CNY-OO; BR; MDR-OO,10_3; 10_1; 10_2,,Physeter bidens,5000,1300000,,1,0,0,0,0,1,0,0,0,1,0,0,2.122248455,
Mesoplodon,densirostris,mammals,Mesoplodon_densirostris,Mammals,Mammals,GCF_025265405.1,GCA_025094165.1,LC,no,no,MesDen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.521,1.521,2003016731,0.782359839,20,0,0,0,0,0,2560224376,CM; LR; AG; LK; VG; PW; CO; VN; YT; CR; VI; AI; DM; CD; AZO-OO; CC; AO; MG; QLD-QU; VE; CG; IN; LC; DO; AR; CI; MP; IO; SR; MH; AW; SO; VC; IR; MS; KY; AU; NG; SN; PT; ASC-OO; SOA-OO; YE; MR; SL; KM; MY; KN; TO; FJ; NSW-NS; NSC-OO; CA; GT; TL; GU; BZ; GW; SV; GY; ST; ES; NZN-OO; NI; HT; ER; HN; WAU-WA; RE; EH; IE; TAS-OO; TW; HK; CN; GF; ZA; CK; GD; PA; CL; GA; GH; SB; NZ; PF; TV; PE; TT; GI; NC; PG; ID; NA; NTA-OO; TZ; CTM-OO; FM; TH; WS; PK; BR; GN; JM; HAW-MI; TK; GM; BS; PH; JP; GQ; NR; GP; NU; WF; GB; BD; UY; BB; POR-OO; KI; VU; BN; EC; MU; BJ; MV; KH; DJ; KE; MA; TC; SC; UM; BM; MZ; SH; US; CV; MX; FR; CU; OM; SG; MM; BQ; CW; MQ; PR; BL; MF; SX,10_2; 10_3; 10_1,,Delphinus densirostris,4700,2300000,,1,0,0,0,0,,,,,,,0,0,
Mesoplodon,mirus,mammals,Mesoplodon_mirus,Mammals,Mammals,GCA_964341445.1,,LC,likely,,MesMir,,7721859,37,0.290202979,7612476,37,0.336893372,2392133,3,0.089901165,1868142,2,0.082675421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216,1.215,2259609902,0.84920681,20,0.004096623,0,0,0,0,2660847601,FR; IE; AZO-OO; ES; CNY-OO; GB; CA; US; PT; MDR-OO,10_1; 10_2; 10_3,,,5200,2100000,,1,0,0,0,0,1,0,0,0,1,0,0,1.193033453,
Microcaecilia,unicolor,amphibians,Microcaecilia_unicolor,Amphibians,Amphibians,GCA_901765095.2,GCA_901765105.1,LC,no,no,MicUni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068,1.068,1984245316,0.436285407,14,0,0,0,0,0,4548044200,GF,1_6; 14_5; 14_4,,Rhinatrema unicolor,240,8,,1,1,1,0,0,,,,,,,0,0,
Microchirus,variegatus,fishes,Microchirus_variegatus,Fishes,Ray-finned fishes,GCA_963457635.1,GCA_963457655.1,LC,no,no,MicVar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.051,5.051,416822005,0.601805631,23,0,0,0,0,0,692618984,TR; PT; NL; MC; MT; IT; IE; GR; GI; FR; ES; GB; DZ; EG; LY; MA; TN; EH; GM; MR; SN; SPA-SP; BAL-OO; POR-OO; MDR-OO; COR-OO; FRA-FR; GG; JE; GW,9_5; 9_4; 9_6,,Pleuronectes variegatus;Pleuronectes microchirus;Solea variegata;Monochirus variegatus;Monochirus lingula;Pleuronectes fasciatus;Pleuronectes mangili,350,,1,1,0,0,0,0,,,,,,,0,0,
